Pathway-id	Pathway-name	Reaction-id	EC	Protein-id	Protein-name	Gene-id	Gene-name
PWY-6607	guanosine nucleotides degradation I	RXN0-363	EC-3.2.2.1	G2Z-9508-MONOMER	xanthosine nucleosidase	G2Z-9508	Manes.09G056900
ARGASEDEG-PWY	L-arginine degradation I (arginase pathway)	RXN-14116	EC-1.2.1.88	G2Z-11116-MONOMER	1-pyrroline-5-carboxylate dehydrogenase	G2Z-11116	Manes.14G075700
ARGASEDEG-PWY	L-arginine degradation I (arginase pathway)	ORNITHINE-GLU-AMINOTRANSFERASE-RXN	EC-2.6.1.13	G2Z-12092-MONOMER		G2Z-12092	Manes.17G072300
ARGASEDEG-PWY	L-arginine degradation I (arginase pathway)	ORNITHINE-GLU-AMINOTRANSFERASE-RXN	EC-2.6.1.13	G2Z-11561-MONOMER		G2Z-11561	Manes.15G123600
ARGASEDEG-PWY	L-arginine degradation I (arginase pathway)	ARGINASE-RXN	EC-3.5.3.1	G2Z-6843-MONOMER	arginase	G2Z-6843	Manes.01G267300
ARGASEDEG-PWY	L-arginine degradation I (arginase pathway)	ARGINASE-RXN	EC-3.5.3.1	G2Z-8142-MONOMER	arginase	G2Z-8142	Manes.05G047100
PWY-5071	superpathway of rosmarinic acid biosynthesis	PWY-5049	-	unknown	unknown	unknown	unknown
PWY-5071	superpathway of rosmarinic acid biosynthesis	PWY-5048	-	unknown	unknown	unknown	unknown
PWY-5835	geranyl acetate biosynthesis	RXN-9194	EC-3.1.1	unknown	unknown	unknown	unknown
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-7604-MONOMER	geraniol acetyltransferase	G2Z-7604	Manes.03G146200
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-8113-MONOMER	geraniol acetyltransferase	G2Z-8113	Manes.05G035700
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-8683-MONOMER	geraniol acetyltransferase	G2Z-8683	Manes.06G116100
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-9852-MONOMER	geraniol acetyltransferase	G2Z-9852	Manes.10G050800
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-10037-MONOMER	geraniol acetyltransferase	G2Z-10037	Manes.11G003200
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-10373-MONOMER	geraniol acetyltransferase	G2Z-10373	Manes.12G017000
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-12224-MONOMER	geraniol acetyltransferase	G2Z-12224	Manes.18G005600
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-12516-MONOMER	geraniol acetyltransferase	G2Z-12516	Manes.S018600
PWY-5835	geranyl acetate biosynthesis	RXN-9192	EC-2.3.1.84	G2Z-12518-MONOMER	geraniol acetyltransferase	G2Z-12518	Manes.S019900
PWY-3022	linamarin biosynthesis	LINAMARIN-SYNTHASE-RXN	EC-2.4.1.63	unknown	unknown	unknown	unknown
PWY-3022	linamarin biosynthesis	RXN-5082	-	MONOMER-16012	2-methylpropionitrile hydroxylase	G-12321	CYP71E7
PWY-3022	linamarin biosynthesis	RXN-5082	-	G2Z-10593-MONOMER	2-methylpropionitrile hydroxylase	G2Z-10593	Manes.12G132800
PWY-3022	linamarin biosynthesis	RXN-5082	-	G2Z-10594-MONOMER	2-methylpropionitrile hydroxylase	G2Z-10594	Manes.12G132900
PWY-3022	linamarin biosynthesis	RXN-5082	-	G2Z-10698-MONOMER	2-methylpropionitrile hydroxylase	G2Z-10698	Manes.13G021200
PWY-3022	linamarin biosynthesis	RXN-5081	-	MONOMER-16012	(Z)-2-methylpropanal-oxime dehydratase	G-12321	CYP71E7
PWY-3022	linamarin biosynthesis	RXN-5081	-	G2Z-10593-MONOMER	(Z)-2-methylpropanal-oxime dehydratase	G2Z-10593	Manes.12G132800
PWY-3022	linamarin biosynthesis	RXN-5081	-	G2Z-10594-MONOMER	(Z)-2-methylpropanal-oxime dehydratase	G2Z-10594	Manes.12G132900
PWY-3022	linamarin biosynthesis	RXN-5081	-	G2Z-10698-MONOMER	(Z)-2-methylpropanal-oxime dehydratase	G2Z-10698	Manes.13G021200
PWY-3022	linamarin biosynthesis	RXN-5066	-	unknown	unknown	unknown	unknown
PWY-3022	linamarin biosynthesis	RXN-5065	-	MONOMER-6667	<i>N,N</i>-dihydroxy-L-valine decarboxylase	G-5147	CYP79D1
PWY-3022	linamarin biosynthesis	RXN-5065	-	MONOMER-6681	<i>N,N</i>-dihydroxy-L-valine decarboxylase	G-5161	CYP79D2
PWY-3022	linamarin biosynthesis	RXN-5065	-	G2Z-10598-MONOMER	<i>N,N</i>-dihydroxy-L-valine carboxy-lyase	G2Z-10598	Manes.12G133500
PWY-3022	linamarin biosynthesis	RXN-5065	-	G2Z-10832-MONOMER	<i>N,N</i>-dihydroxy-L-valine carboxy-lyase	G2Z-10832	Manes.13G094200
PWY-3022	linamarin biosynthesis	RXN-5064	-	MONOMER-6681	<i>N</i>-hydroxyvaline <i>N</i>-monooxygenase	G-5161	CYP79D2
PWY-3022	linamarin biosynthesis	RXN-5064	-	MONOMER-6667	<i>N</i>-hydroxyvaline <i>N</i>-monooxygenase	G-5147	CYP79D1
PWY-3022	linamarin biosynthesis	RXN-5064	-	G2Z-10598-MONOMER	<i>N</i>-hydroxy-L-valine <em>N</em>-monooxygenase	G2Z-10598	Manes.12G133500
PWY-3022	linamarin biosynthesis	RXN-5064	-	G2Z-10832-MONOMER	<i>N</i>-hydroxy-L-valine <em>N</em>-monooxygenase	G2Z-10832	Manes.13G094200
PWY-3022	linamarin biosynthesis	RXN-5063	-	MONOMER-6681	valine <i>N</i>-monooxygenase	G-5161	CYP79D2
PWY-3022	linamarin biosynthesis	RXN-5063	-	MONOMER-6667	valine <i>N</i>-monooxygenase	G-5147	CYP79D1
PWY-3022	linamarin biosynthesis	RXN-5063	-	G2Z-10598-MONOMER	valine <i>N</i>-monooxygenase	G2Z-10598	Manes.12G133500
PWY-3022	linamarin biosynthesis	RXN-5063	-	G2Z-10832-MONOMER	valine <i>N</i>-monooxygenase	G2Z-10832	Manes.13G094200
PWY-4984	urea cycle	RXN-13202	EC-6.3.4.16	G2Z-7779-MONOMER	ammonia-dependent carbamoyl-phosphate synthase	G2Z-7779	Manes.04G025400
PWY-4984	urea cycle	RXN-13202	EC-6.3.4.16	G2Z-10812-MONOMER	ammonia-dependent carbamoyl-phosphate synthase	G2Z-10812	Manes.13G086500
PWY-4984	urea cycle	ARGINASE-RXN	EC-3.5.3.1	G2Z-6843-MONOMER	arginase	G2Z-6843	Manes.01G267300
PWY-4984	urea cycle	ARGINASE-RXN	EC-3.5.3.1	G2Z-8142-MONOMER	arginase	G2Z-8142	Manes.05G047100
PWY-4984	urea cycle	ARGSUCCINLYA-RXN	EC-4.3.2.1	G2Z-12331-MONOMER	argininosuccinate lyase	G2Z-12331	Manes.18G058500
PWY-4984	urea cycle	ARGSUCCINSYN-RXN	EC-6.3.4.5	G2Z-7503-MONOMER	argininosuccinate synthase	G2Z-7503	Manes.03G085300
PWY-4984	urea cycle	ORNCARBAMTRANSFER-RXN	EC-2.1.3.3	G2Z-8352-MONOMER	ornithine carbamoyltransferase	G2Z-8352	Manes.05G157200
PWY-6596	adenosine nucleotides degradation I	RXN-7682	EC-1.17.1.4	G2Z-8791-MONOMER	hypoxanthine hydroxylase	G2Z-8791	Manes.06G165500
PWY-6596	adenosine nucleotides degradation I	RXN0-901	EC-1.17.1.4	G2Z-8791-MONOMER	xanthine:NAD+ oxidoreductase	G2Z-8791	Manes.06G165500
PWY-6596	adenosine nucleotides degradation I	RXN0-363	EC-3.2.2.1	G2Z-9508-MONOMER	xanthosine nucleosidase	G2Z-9508	Manes.09G056900
PWY-6596	adenosine nucleotides degradation I	INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2	G2Z-7693-MONOMER	inosine nucleosidase	G2Z-7693	Manes.03G189100
PWY-6596	adenosine nucleotides degradation I	INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2	G2Z-7811-MONOMER	inosine nucleosidase	G2Z-7811	Manes.04G041800
PWY-6596	adenosine nucleotides degradation I	INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2	G2Z-7812-MONOMER	inosine nucleosidase	G2Z-7812	Manes.04G041900
PWY-6596	adenosine nucleotides degradation I	INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2	G2Z-8457-MONOMER	inosine nucleosidase	G2Z-8457	Manes.05G207000
PWY-6596	adenosine nucleotides degradation I	INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2	G2Z-9508-MONOMER	inosine nucleosidase	G2Z-9508	Manes.09G056900
PWY-6596	adenosine nucleotides degradation I	INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2	G2Z-11353-MONOMER	inosine nucleosidase	G2Z-11353	Manes.15G019300
PWY-6596	adenosine nucleotides degradation I	INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2	G2Z-11354-MONOMER	inosine nucleosidase	G2Z-11354	Manes.15G019400
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-12269-MONOMER	inosine-5'-phosphate phosphohydrolase	G2Z-12269	Manes.18G026700
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-11371-MONOMER		G2Z-11371	Manes.15G028700
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-11367-MONOMER		G2Z-11367	Manes.15G027900
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-10088-MONOMER		G2Z-10088	Manes.11G024900
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-9874-MONOMER		G2Z-9874	Manes.10G059200
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-9435-MONOMER		G2Z-9435	Manes.09G001200
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-8357-MONOMER		G2Z-8357	Manes.05G159400
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-8233-MONOMER		G2Z-8233	Manes.05G100300
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-7728-MONOMER		G2Z-7728	Manes.03G212300
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-7676-MONOMER		G2Z-7676	Manes.03G179300
PWY-6596	adenosine nucleotides degradation I	RXN-7607	EC-3.1.3.99	G2Z-7389-MONOMER		G2Z-7389	Manes.03G035400
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-12269-MONOMER	XMP phosphohydrolase	G2Z-12269	Manes.18G026700
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-11371-MONOMER		G2Z-11371	Manes.15G028700
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-11367-MONOMER		G2Z-11367	Manes.15G027900
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-10088-MONOMER		G2Z-10088	Manes.11G024900
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-9874-MONOMER		G2Z-9874	Manes.10G059200
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-9435-MONOMER		G2Z-9435	Manes.09G001200
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-8357-MONOMER		G2Z-8357	Manes.05G159400
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-8233-MONOMER		G2Z-8233	Manes.05G100300
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-7728-MONOMER		G2Z-7728	Manes.03G212300
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-7676-MONOMER		G2Z-7676	Manes.03G179300
PWY-6596	adenosine nucleotides degradation I	XMPXAN-RXN	EC-3.1.3.5	G2Z-7389-MONOMER		G2Z-7389	Manes.03G035400
PWY-6596	adenosine nucleotides degradation I	IMP-DEHYDROG-RXN	EC-1.1.1.205	G2Z-7488-MONOMER	IMP dehydrogenase	G2Z-7488	Manes.03G079800
PWY-6596	adenosine nucleotides degradation I	AMP-DEAMINASE-RXN	EC-3.5.4.17	G2Z-8229-MONOMER	AMP deaminase	G2Z-8229	Manes.05G095600
PWY-6596	adenosine nucleotides degradation I	AMP-DEAMINASE-RXN	EC-3.5.4.17	G2Z-9292-MONOMER	AMP deaminase	G2Z-9292	Manes.08G093900
PWY-6596	adenosine nucleotides degradation I	AMP-DEAMINASE-RXN	EC-3.5.4.17	G2Z-9615-MONOMER	AMP deaminase	G2Z-9615	Manes.09G107100
PWY-112	lupeol biosynthesis	RXN-111	EC-5.4.99.41	G2Z-7935-MONOMER	lupeol synthase	G2Z-7935	Manes.04G106200
PWY-112	lupeol biosynthesis	RXN-111	EC-5.4.99.41	G2Z-7936-MONOMER	lupeol synthase	G2Z-7936	Manes.04G106300
PWY-2161B	glutamate removal from folates	RXN-3741	EC-3.4.19.9	G2Z-7520-MONOMER	Folatepolyglutamate<sub>(n)</sub>	G2Z-7520	Manes.03G099600
PWY-2161B	glutamate removal from folates	RXN-3741	EC-3.4.19.9	G2Z-11497-MONOMER	Folatepolyglutamate<sub>(n)</sub>	G2Z-11497	Manes.15G096800
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-6361-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-6361	Manes.01G010700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-6564-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-6564	Manes.01G112800
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-6579-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-6579	Manes.01G120700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-6722-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-6722	Manes.01G201800
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-6752-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-6752	Manes.01G218400
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-7015-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-7015	Manes.02G078500
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-7414-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-7414	Manes.03G046900
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-7467-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-7467	Manes.03G072100
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-7562-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-7562	Manes.03G129900
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-7621-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-7621	Manes.03G155100
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-7737-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-7737	Manes.04G003100
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-7904-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-7904	Manes.04G088600
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8024-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8024	Manes.04G157100
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8027-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8027	Manes.04G158700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8028-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8028	Manes.04G158800
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8029-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8029	Manes.04G158900
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8030-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8030	Manes.04G159000
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8171-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8171	Manes.05G062300
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8354-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8354	Manes.05G157600
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8411-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8411	Manes.05G182400
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8697-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8697	Manes.06G120700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-8764-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-8764	Manes.06G153700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9013-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9013	Manes.07G086800
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9112-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9112	Manes.08G007100
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9200-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9200	Manes.08G047600
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9225-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9225	Manes.08G056700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9416-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9416	Manes.08G162700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9423-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9423	Manes.08G168000
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9476-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9476	Manes.09G030500
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9555-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9555	Manes.09G078600
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9634-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9634	Manes.09G121600
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9879-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9879	Manes.10G062500
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10043-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10043	Manes.11G005600
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10044-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10044	Manes.11G005700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10046-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10046	Manes.11G007200
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10098-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10098	Manes.11G028300
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10206-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10206	Manes.11G087000
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10364-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10364	Manes.12G011400
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10367-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10367	Manes.12G014300
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10416-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10416	Manes.12G038400
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10556-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10556	Manes.12G115200
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10677-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10677	Manes.13G012300
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10738-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10738	Manes.13G039100
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10874-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10874	Manes.13G110900
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-10975-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-10975	Manes.14G005900
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11009-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11009	Manes.14G021000
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11063-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11063	Manes.14G049700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11408-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11408	Manes.15G048500
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11570-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11570	Manes.15G131100
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11598-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11598	Manes.15G140700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11638-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11638	Manes.15G163400
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11685-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11685	Manes.15G191700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11847-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11847	Manes.16G078900
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11887-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11887	Manes.16G092700
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11996-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11996	Manes.17G012400
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-11997-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-11997	Manes.17G012500
PWY-4302	aerobic respiration III (alternative oxidase pathway)	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-12148-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-12148	Manes.17G091700
